0.441234167044	0.558765832956	0	1
0.602772152821	0.397227847179	1	0
0.63654195248	0.36345804752	1	0
0.606010575416	0.393989424584	1	0
0.533082955936	0.466917044064	1	0
0.505914262901	0.494085737099	1	0
0.586433981371	0.413566018629	1	0
0.62237193319	0.37762806681	1	0
0.482966632434	0.517033367566	0	1
0.620084458146	0.379915541854	1	0
0.413606434358	0.586393565642	0	1
0.560877512788	0.439122487212	1	0
0.525235063911	0.474764936089	1	0
0.529014004208	0.470985995792	1	0
0.609694476859	0.390305523141	1	0
0.508278545675	0.491721454325	1	0
0.444967628867	0.555032371133	0	1
0.393096841999	0.606903158001	0	1
0.356402051239	0.643597948761	0	1
0.651489596622	0.348510403378	1	0
0.525711757508	0.474288242492	1	0
