0.608464987882	0.391535012118	1	0
0.455131440817	0.544868559183	0	1
0.570303302626	0.429696697374	1	0
0.299732551711	0.700267448289	0	1
0.583651262756	0.416348737244	1	0
0.30872883391	0.69127116609	0	1
0.524693079941	0.475306920059	1	0
0.375673639478	0.624326360522	0	1
0.447261479429	0.552738520571	0	1
0.526953101448	0.473046898552	1	0
0.575874575439	0.424125424561	1	0
0.572450226298	0.427549773702	1	0
0.44423962929	0.55576037071	0	1
0.485586625794	0.514413374206	0	1
0.569361919763	0.430638080237	1	0
0.474867182562	0.525132817438	0	1
0.421159234706	0.578840765294	0	1
0.62222657343	0.37777342657	1	0
0.520024051486	0.479975948514	1	0
0.460541517622	0.539458482378	0	1
0.499867251981	0.500132748019	0	1
